"Function Name","Grid
Dimensions","Block
Dimensions","Duration
(μs)","Registers
per Thread","Static Shared
Memory per
Block (bytes)","Local Memory
per Thread
(bytes)","Occupancy [0]:
Allocated Warps
Per Block","Occupancy [0]:
Allocated Registers
Per Block","Occupancy [0]:
Allocated Shared Memory
Per Block","Instruction Stats [4]:
GPU Issued IPC","Instruction Stats [4]:
GPU Executed IPC","Instruction Stats [4]:
GPU SM Activity","Instruction Stats [4]:
GPU SM Average IPW","Instruction Stats [4]:
GPU Serialization","Achieved Occupancy [2]:
Achieved Occupancy","Achieved FLOPS [1]:
Double GFLOPS","Achieved FLOPS [1]:
Half GFLOPS","Achieved FLOPS [1]:
Single GFLOPS","Branch Stats [3]:
Branch Efficiency","Branch Stats [3]:
Control Flow Execution Efficiency"
"getVelocity","{19, 1, 1}","{1024, 1, 1}","14739.776","34","16384","0","32","40960","16384","3.04935879006823","3.04930811435545","0.949341040086223","1413372","1.66184815456371E-05","0.499978889323982","0","0","1837.4187721713","1","0.999999958543292"
"getVelocity_Remainder","{1, 1, 1}","{1014, 1, 1}","8095.424","33","0","0","32","40960","0","2.36102941425398","2.36100613305854","0.0999239642866343","1416607","9.86061219489485E-06","0.0499944758410898","0","0","174.358804969178","1","0.990234375"
"move","{20, 1, 1}","{1024, 1, 1}","5.152","11","0","0","32","16384","0","0.143960241021018","0.13284623048821","0.85739855588325","35","0.0772019444673313","0.924596869446027","0","0","23.8392857142857","0.99921875","0.999637276785714"
"getVelocity","{19, 1, 1}","{1024, 1, 1}","15011.808","34","16384","0","32","40960","16384","3.04935325172289","3.04930509547212","0.949756725187272","1413372","1.57922834108898E-05","0.499978350302434","0","0","1804.12253607294","1","0.999999958543292"
"getVelocity_Remainder","{1, 1, 1}","{1014, 1, 1}","8172.864","33","0","0","32","40960","0","2.35927479163999","2.35924960212008","0.0999826201705929","1416607","1.06768062795857E-05","0.0499957006026449","0","0","172.706688866963","1","0.990234375"
"move","{20, 1, 1}","{1024, 1, 1}","5.28","11","0","0","32","16384","0","0.170591423965307","0.157694284286187","0.846979905789756","35","0.0756025090789039","0.92595708589669","0","0","23.2613636363636","0.99921875","0.999637276785714"
"getVelocity","{19, 1, 1}","{1024, 1, 1}","14898.592","34","16384","0","32","40960","16384","3.04952944628369","3.04948199697385","0.949433649319917","1413372","1.5559551295496E-05","0.49997804420674","0","0","1817.83237891422","1","0.999999958543292"
"getVelocity_Remainder","{1, 1, 1}","{1014, 1, 1}","8100.928","33","0","0","32","40960","0","2.36176743160535","2.36174429942955","0.0999829924079464","1416607","9.79443423774198E-06","0.0499959241647151","0","0","174.240319133808","1","0.990234375"
"move","{20, 1, 1}","{1024, 1, 1}","5.152","11","0","0","32","16384","0","0.168968692449355","0.156258719794631","0.862578975870991","35","0.0752208735859962","0.928239875586515","0","0","23.8392857142857","0.99921875","0.999637276785714"
"getVelocity","{19, 1, 1}","{1024, 1, 1}","14813.024","34","16384","0","32","40960","16384","3.04949166000216","3.04944373222283","0.949424258718697","1413372","1.57166454852693E-05","0.499977503927727","0","0","1828.33315792462","1","0.999999958543292"
"getVelocity_Remainder","{1, 1, 1}","{1014, 1, 1}","8164.896","33","0","0","32","40960","0","2.35709898699475","2.35707314475885","0.0999800009659008","1416607","1.09635768579055E-05","0.0499920893271409","0","0","172.875251916895","1","0.990234375"
"move","{20, 1, 1}","{1024, 1, 1}","5.248","11","0","0","32","16384","0","0.167143083461334","0.154290161935791","0.796210376220248","35","0.0768977169702464","0.927405413415793","0","0","23.4032012195122","0.99921875","0.999637276785714"
"getVelocity","{19, 1, 1}","{1024, 1, 1}","14891.2","34","16384","0","32","40960","16384","3.04921012758047","3.04915952530302","0.948928996606957","1413372","1.65952083774297E-05","0.499978437568332","0","0","1818.7346298485","1","0.999999958543292"
"getVelocity_Remainder","{1, 1, 1}","{1014, 1, 1}","8096.96","33","0","0","32","40960","0","2.36079451122241","2.36077263843702","0.0999249337895208","1416607","9.26501026519018E-06","0.0499953888280598","0","0","174.325728955772","1","0.990234375"
"move","{20, 1, 1}","{1024, 1, 1}","5.12","11","0","0","32","16384","0","0.1687078056129","0.156223846454277","0.79973227731608","35","0.0739975196362133","0.928765389096559","0","0","23.98828125","0.99921875","0.999637276785714"
"getVelocity","{19, 1, 1}","{1024, 1, 1}","14740.768","34","16384","0","32","40960","16384","3.04935028018118","3.04930368882601","0.949799096340499","1413372","1.52791089525285E-05","0.499978427548564","0","0","1837.29512057988","1","0.999999958543292"
"getVelocity_Remainder","{1, 1, 1}","{1014, 1, 1}","8100.512","33","0","0","32","40960","0","2.35841043114372","2.35838759197254","0.0999826369211152","1416607","9.68413762302246E-06","0.0499935732676226","0","0","174.249288717712","1","0.990234375"
"move","{20, 1, 1}","{1024, 1, 1}","5.184","11","0","0","32","16384","0","0.170338935416784","0.15738294643359","0.86217591470802","35","0.0760600560963537","0.929620602451363","0","0","23.6921296296296","0.99921875","0.999637276785714"
"getVelocity","{19, 1, 1}","{1024, 1, 1}","14812.128","34","16384","0","32","40960","16384","3.04946074253321","3.0494138656071","0.949454830001306","1413372","1.53722018639008E-05","0.499978879721889","0","0","1828.44363213712","1","0.999999958543292"
"getVelocity_Remainder","{1, 1, 1}","{1014, 1, 1}","8101.408","33","0","0","32","40960","0","2.3599363421904","2.35991098943175","0.0999249507708893","1416607","1.07429841199503E-05","0.0499957326344842","0","0","174.229995576078","1","0.990234375"
"move","{20, 1, 1}","{1024, 1, 1}","5.248","11","0","0","32","16384","0","0.166492420282279","0.154070487247916","0.785159583085813","35","0.0746096009253904","0.924763640313217","0","0","23.4032012195122","0.99921875","0.999637276785714"
"getVelocity","{19, 1, 1}","{1024, 1, 1}","14924.16","34","16384","0","32","40960","16384","3.04960724516218","3.04955995788242","0.949223852517207","1413372","1.55060228936321E-05","0.499978681272425","0","0","1814.7180769114","1","0.999999958543292"
"getVelocity_Remainder","{1, 1, 1}","{1014, 1, 1}","8099.84","33","0","0","32","40960","0","2.358706736105","2.3586812404619","0.099983149699392","1416607","1.08091619515558E-05","0.0499944772221358","0","0","174.263723727876","1","0.990234375"
"move","{20, 1, 1}","{1024, 1, 1}","5.184","11","0","0","32","16384","0","0.167742922085595","0.155703690316482","0.793683107138917","35","0.0717719211006133","0.939253491834146","0","0","23.69670075246","0.99921875","0.999637276785714"
"getVelocity","{19, 1, 1}","{1024, 1, 1}","14814.208","34","16384","0","32","40960","16384","3.04949636955324","3.04944595059988","0.948859898516674","1413372","1.65335344764411E-05","0.49997847603288","0","0","1828.18690813576","1","0.999999958543292"
"getVelocity_Remainder","{1, 1, 1}","{1014, 1, 1}","8099.488","33","0","0","32","40960","0","2.35787995454626","2.35785545608974","0.0999829528130433","1416607","1.03900355367893E-05","0.0499950227590692","0","0","174.271318664997","1","0.990234375"
"move","{20, 1, 1}","{1024, 1, 1}","5.056","11","0","0","32","16384","0","0.170800180576717","0.15800462727837","0.865124794044059","35","0.0749153382340795","0.928014014327198","0","0","24.2967359050445","0.99921875","0.999637276785714"
"getVelocity","{19, 1, 1}","{1024, 1, 1}","14899.776","34","16384","0","32","40960","16384","3.04947050160734","3.04942461102864","0.949452827904593","1413372","1.50487039223453E-05","0.499977931155236","0","0","1817.68780416565","1","0.999999958543292"
"getVelocity_Remainder","{1, 1, 1}","{1014, 1, 1}","8172.704","33","0","0","32","40960","0","2.35971086033184","2.35968618669149","0.0999249163338573","1416607","1.045621341511E-05","0.0499940870257943","0","0","172.710070008653","1","0.990234375"
"move","{20, 1, 1}","{1024, 1, 1}","5.184","11","0","0","32","16384","0","0.169667827878907","0.157008978950984","0.859284466662652","35","0.0746096009253904","0.927788480351973","0","0","23.69670075246","0.99921875","0.999637276785714"
"getVelocity","{19, 1, 1}","{1024, 1, 1}","14923.52","34","16384","0","32","40960","16384","3.04944387875435","3.04939717951347","0.949682660409483","1413372","1.53140187963243E-05","0.499978443148511","0","0","1814.79578008406","1","0.999999958543292"
"getVelocity_Remainder","{1, 1, 1}","{1014, 1, 1}","8171.776","33","0","0","32","40960","0","2.35885135047941","2.35882876721168","0.0999265283124942","1416607","9.57384098397202E-06","0.0499918399604366","0","0","172.72968324144","1","0.990234375"
"move","{20, 1, 1}","{1024, 1, 1}","5.344","11","0","0","32","16384","0","0.169941969667237","0.156990272209918","0.867379939209726","35","0.0762124711316397","0.922349203640562","0","0","22.9827844311377","0.99921875","0.999637276785714"
"getVelocity","{19, 1, 1}","{1024, 1, 1}","14954.976","34","16384","0","32","40960","16384","3.04888242609942","3.04883142125665","0.948748274589807","1413372","1.67290290798283E-05","0.499978052852897","0","0","1810.97857462292","1","0.999999958543292"
"getVelocity_Remainder","{1, 1, 1}","{1014, 1, 1}","8170.016","33","0","0","32","40960","0","2.35890359621125","2.35888179298109","0.0999237468841646","1416607","9.24295092083505E-06","0.0499918604186459","0","0","172.766914136633","1","0.990234375"
"move","{20, 1, 1}","{1024, 1, 1}","4.992","11","0","0","32","16384","0","0.171674366284869","0.158472999455249","0.862515255064682","35","0.0768977169702464","0.929100357687669","0","0","24.6082949308756","0.99921875","0.999637276785714"
"getVelocity","{19, 1, 1}","{1024, 1, 1}","14878.56","34","16384","0","32","40960","16384","3.04957155486136","3.04952478624054","0.949356899116873","1413372","1.53361283628009E-05","0.499977726354139","0","0","1820.27972599499","1","0.999999958543292"
"getVelocity_Remainder","{1, 1, 1}","{1014, 1, 1}","8096.064","33","0","0","32","40960","0","2.36050070715716","2.36047576490317","0.0999831993463416","1416607","1.05665098595133E-05","0.0499959614155792","0","0","174.345000237152","1","0.990234375"
"move","{20, 1, 1}","{1024, 1, 1}","5.184","11","0","0","32","16384","0","0.167199148029819","0.154903669280666","0.792796052631579","35","0.0735379270411118","0.927334168979782","0","0","23.69670075246","0.99921875","0.999637276785714"
"getVelocity","{19, 1, 1}","{1024, 1, 1}","14744.192","34","16384","0","32","40960","16384","3.0492998883508","3.04925298551056","0.949732850312463","1413372","1.53815111540847E-05","0.499977924025219","0","0","1836.86845098056","1","0.999999958543292"
"getVelocity_Remainder","{1, 1, 1}","{1014, 1, 1}","8099.968","33","0","0","32","40960","0","2.35869443678279","2.35866810877546","0.0999249642901875","1416607","1.11621102388537E-05","0.049995686817139","0","0","174.260969919881","1","0.990234375"
"move","{20, 1, 1}","{1024, 1, 1}","5.152","11","0","0","32","16384","0","0.13087609743361","0.121846408250742","0.878556750298686","35","0.0689941812136326","0.925009897154616","0","0","23.843913803145","0.99921875","0.999637276785714"
"getVelocity","{19, 1, 1}","{1024, 1, 1}","14814.72","34","16384","0","32","40960","16384","3.04945482064157","3.04940690763535","0.94967895867004","1413372","1.57119908433189E-05","0.499978243434699","0","0","1828.12372559184","1","0.999999958543292"
"getVelocity_Remainder","{1, 1, 1}","{1014, 1, 1}","8097.472","33","0","0","32","40960","0","2.36098728254337","2.36096493923558","0.0999831438004622","1416607","9.46354432059064E-06","0.0499931839043894","0","0","174.314684879429","1","0.990234375"
"move","{20, 1, 1}","{1024, 1, 1}","5.216","11","0","0","32","16384","0","0.170841743687808","0.158645844399589","0.787347348463726","35","0.0713871154962275","0.930923302730511","0","0","23.5467791411043","0.99921875","0.999637276785714"
"getVelocity","{19, 1, 1}","{1024, 1, 1}","14901.184","34","16384","0","32","40960","16384","3.04961494798934","3.04956793384144","0.94937525948522","1413372","1.54164209907307E-05","0.499978434101647","0","0","1817.51617438696","1","0.999999958543292"
"getVelocity_Remainder","{1, 1, 1}","{1014, 1, 1}","8103.328","33","0","0","32","40960","0","2.35753573772749","2.35751358310058","0.099923095263138","1416607","9.39736631088297E-06","0.0499933435963007","0","0","174.18873507141","1","0.990234375"
"move","{20, 1, 1}","{1024, 1, 1}","5.088","11","0","0","32","16384","0","0.169641795845307","0.15662254665464","0.789462353720468","35","0.0767455279861512","0.927930769831868","0","0","24.1438962060153","0.99921875","0.999637276785714"
"getVelocity","{19, 1, 1}","{1024, 1, 1}","14952.8","34","16384","0","32","40960","16384","3.04951513243542","3.04946810208331","0.949382766044181","1413372","1.54222392966014E-05","0.499978677117261","0","0","1811.24223765731","1","0.999999958543292"
"getVelocity_Remainder","{1, 1, 1}","{1014, 1, 1}","8095.072","33","0","0","32","40960","0","2.35867807407811","2.35865289092923","0.0999242478243086","1416607","1.06768062795857E-05","0.0499903531703388","0","0","174.36636511695","1","0.990234375"
"move","{20, 1, 1}","{1024, 1, 1}","5.056","11","0","0","32","16384","0","0.169831024018278","0.156991372483057","0.790969565940462","35","0.0756025090789039","0.923019257481068","0","0","24.2967359050445","0.99921875","0.999637276785714"
"getVelocity","{19, 1, 1}","{1024, 1, 1}","14872.8","34","16384","0","32","40960","16384","3.04949743466419","3.04944816898015","0.948924166132066","1413372","1.61553452945906E-05","0.499978002886888","0","0","1820.98481395466","1","0.999999958543292"
"getVelocity_Remainder","{1, 1, 1}","{1014, 1, 1}","8098.432","33","0","0","32","40960","0","2.35866059126049","2.35863509611617","0.0999248250671149","1416607","1.08091619515558E-05","0.0499924346036872","0","0","174.294042883121","1","0.990234375"
"move","{20, 1, 1}","{1024, 1, 1}","5.28","11","0","0","32","16384","0","0.171319160360895","0.158262503797594","0.790488690309969","35","0.0762124711316397","0.925953878872962","0","0","23.2657700322031","0.99921875","0.999637276785714"
"getVelocity","{19, 1, 1}","{1024, 1, 1}","14954.784","34","16384","0","32","40960","16384","3.049402882043","3.04935293303261","0.94903395219749","1413372","1.63799315201564E-05","0.499978768079536","0","0","1811.00182523532","1","0.999999958543292"
"getVelocity_Remainder","{1, 1, 1}","{1014, 1, 1}","8100.8","33","0","0","32","40960","0","2.36054016170671","2.36051657290421","0.0999246819549203","1416607","9.99296808292319E-06","0.0499935557581925","0","0","174.243072289157","1","0.990234375"
"move","{20, 1, 1}","{1024, 1, 1}","7.552","11","0","0","32","16384","0","0.169828922541682","0.157119108910197","0.776381854816751","35","0.0748389228481745","0.928195077183667","0","0","16.2653953118792","0.99921875","0.999637276785714"
"getVelocity","{19, 1, 1}","{1024, 1, 1}","14863.232","34","16384","0","32","40960","16384","3.04949847802677","3.04945101500445","0.94938133691814","1413372","1.55642059388655E-05","0.499978325243721","0","0","1822.15692522326","1","0.999999958543292"
"getVelocity_Remainder","{1, 1, 1}","{1014, 1, 1}","8162.592","33","0","0","32","40960","0","2.36141713961138","2.36139010402865","0.0999280558837284","1416607","1.14488805388289E-05","0.0499955834168034","0","0","172.924027073753","1","0.990234375"
"move","{20, 1, 1}","{1024, 1, 1}","5.216","11","0","0","32","16384","0","0.141119446581333","0.129562898738497","0.821676726391331","35","0.0818919583572424","0.935076529235915","0","0","23.5512943432407","0.99921875","0.999637276785714"
"getVelocity","{19, 1, 1}","{1024, 1, 1}","14955.584","34","16384","0","32","40960","16384","3.04935749069675","3.04931026761281","0.94973216472668","1413372","1.54862406567104E-05","0.499978099490743","0","0","1810.90507270763","1","0.999999958543292"
"getVelocity_Remainder","{1, 1, 1}","{1014, 1, 1}","8098.24","33","0","0","32","40960","0","2.3598634241538","2.35983838451986","0.0999830477624738","1416607","1.06106284304619E-05","0.0499924897873593","0","0","174.298153672897","1","0.990234375"
"move","{20, 1, 1}","{1024, 1, 1}","5.312","11","0","0","32","16384","0","0.170457336542713","0.15719408557253","0.858945147679325","35","0.0778097982708934","0.928783028719096","0","0","23.121234939759","0.99921875","0.999637276785714"
"getVelocity","{19, 1, 1}","{1024, 1, 1}","14899.744","34","16384","0","32","40960","16384","3.0495450540127","3.04949776414864","0.949809715492903","1413372","1.55071865546032E-05","0.499978745682296","0","0","1817.69170799176","1","0.999999958543292"
"getVelocity_Remainder","{1, 1, 1}","{1014, 1, 1}","8169.504","33","0","0","32","40960","0","2.35838635233159","2.35836231683272","0.0999248025866455","1416607","1.01915018492723E-05","0.0499930060539433","0","0","172.777741803877","1","0.990234375"
"move","{20, 1, 1}","{1024, 1, 1}","5.312","11","0","0","32","16384","0","0.142749146576265","0.132295444075645","0.819862483052489","35","0.0732312784443525","0.93125972294149","0","0","23.121234939759","0.99921875","0.999637276785714"
"getVelocity","{19, 1, 1}","{1024, 1, 1}","14961.824","34","16384","0","32","40960","16384","3.04949215867002","3.04944428411146","0.949455723644141","1413372","1.56991905777319E-05","0.499977358425405","0","0","1810.14969297861","1","0.999999958543292"
"getVelocity_Remainder","{1, 1, 1}","{1014, 1, 1}","8107.136","33","0","0","32","40960","0","2.35864569090494","2.35862196494354","0.099983082505818","1416607","1.00591460137987E-05","0.0499951960378577","0","0","174.106895456053","1","0.990234375"
"move","{20, 1, 1}","{1024, 1, 1}","5.376","11","0","0","32","16384","0","0.140700192143591","0.130030708144915","0.818720593127703","35","0.0758313392194075","0.935907072685063","0","0","22.8502325581395","0.99921875","0.999637276785714"
"getVelocity","{19, 1, 1}","{1024, 1, 1}","14743.232","34","16384","0","32","40960","16384","3.04944585534666","3.04939893251861","0.949309952316065","1413372","1.53873294603616E-05","0.49997863711004","0","0","1836.9881825768","1","0.999999958543292"
"getVelocity_Remainder","{1, 1, 1}","{1014, 1, 1}","8099.52","33","0","0","32","40960","0","2.36052459713647","2.36050194577775","0.0999799926999125","1416607","9.59590031372859E-06","0.0499948308732638","0","0","174.270608628659","1","0.990234375"
"move","{20, 1, 1}","{1024, 1, 1}","10.08","11","0","0","32","16384","0","0.169870669681098","0.157274654908514","0.849847842950057","35","0.0741506158551707","0.927464752370143","0","0","12.1845238095238","0.99921875","0.999637276785714"
"getVelocity","{19, 1, 1}","{1024, 1, 1}","14904.512","34","16384","0","32","40960","16384","3.0495281460549","3.04948081741825","0.94943561599934","1413372","1.55199868251056E-05","0.499978249205314","0","0","1817.11022272987","1","0.999999958543292"
"getVelocity_Remainder","{1, 1, 1}","{1014, 1, 1}","8175.84","33","0","0","32","40960","0","2.35796403415591","2.35793922273571","0.099923964301424","1416607","1.05223912846717E-05","0.0499956633055242","0","0","172.64382375389","1","0.990234375"
"move","{20, 1, 1}","{1024, 1, 1}","5.248","11","0","0","32","16384","0","0.172300996970688","0.159287756175956","0.787159249930031","35","0.0755262071811804","0.930417053808598","0","0","23.4076615208691","0.99921875","0.999637276785714"
"getVelocity","{19, 1, 1}","{1024, 1, 1}","14902.176","34","16384","0","32","40960","16384","3.0494496265467","3.04940215718766","0.949823455280045","1413372","1.5566533260534E-05","0.49997866863406","0","0","1817.39506498917","1","0.999999958543292"
"getVelocity_Remainder","{1, 1, 1}","{1014, 1, 1}","8103.52","33","0","0","32","40960","0","2.35908721587969","2.35906457831393","0.0999248633510373","1416607","9.59590031372859E-06","0.0499908902383224","0","0","174.18458645132","1","0.990234375"
"move","{20, 1, 1}","{1024, 1, 1}","5.216","11","0","0","32","16384","0","0.169639095632636","0.157281280719","0.795198213288665","35","0.0728476821192053","0.927831734078694","0","0","23.5512943432407","0.99921875","0.999637276785714"
"getVelocity","{19, 1, 1}","{1024, 1, 1}","14904.384","34","16384","0","32","40960","16384","3.04958530721321","3.04953663628772","0.949428601752022","1413372","1.59598504668953E-05","0.499977910505105","0","0","1817.12595013158","1","0.999999958543292"
"getVelocity_Remainder","{1, 1, 1}","{1014, 1, 1}","8097.344","33","0","0","32","40960","0","2.35899228949093","2.35896845596757","0.0999248664102519","1416607","1.01032646295162E-05","0.0499956475985343","0","0","174.317461913124","1","0.990234375"
