"Function Name","Grid
Dimensions","Block
Dimensions","Duration
(μs)","Registers
per Thread","Static Shared
Memory per
Block (bytes)","Local Memory
per Thread
(bytes)","Occupancy [0]:
Allocated Warps
Per Block","Occupancy [0]:
Allocated Registers
Per Block","Occupancy [0]:
Allocated Shared Memory
Per Block","Instruction Stats [4]:
GPU Issued IPC","Instruction Stats [4]:
GPU Executed IPC","Instruction Stats [4]:
GPU SM Activity","Instruction Stats [4]:
GPU SM Average IPW","Instruction Stats [4]:
GPU Serialization","Achieved Occupancy [2]:
Achieved Occupancy","Achieved FLOPS [1]:
Double GFLOPS","Achieved FLOPS [1]:
Half GFLOPS","Achieved FLOPS [1]:
Single GFLOPS","Branch Stats [3]:
Branch Efficiency","Branch Stats [3]:
Control Flow Execution Efficiency"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","16510.208","33","0","0","32","40960","0","2.68958565521396","2.68955795528199","0.99797552415168","1417301","1.0298958843171E-05","0.499676763878624","0","0","1727.56733288884","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.152","11","0","0","32","16384","0","0.13983186732637","0.128275609309144","0.822611644997173","35","0.0826439511835531","0.93719063938121","0","0","23.8509316770186","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","16503.616","33","0","0","32","40960","0","2.68895586465847","2.68892719297038","0.997712898082885","1417301","1.06627589051698E-05","0.499640734452064","0","0","1728.2573709907","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.472","11","0","0","32","16384","0","0.141353365890132","0.130850293244854","0.803171624284508","35","0.0743036614596248","0.930534606501928","0","0","22.4561403508772","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","16559.008","33","0","0","32","40960","0","2.68841178352828","2.68838272049651","0.996921195158149","1417301","1.08104837032642E-05","0.499666484575365","0","0","1722.47623302533","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.024","11","0","0","32","16384","0","0.168164055745755","0.154926167998063","0.870207643695456","35","0.0787200789668504","0.936951086296577","0","0","24.4634680469839","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","16549.056","33","0","0","32","40960","0","2.68877233812031","2.68874180689338","0.997102581744514","1417301","1.13550807162132E-05","0.499613884112065","0","0","1723.51206760749","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.152","11","0","0","32","16384","0","0.158803909099168","0.145358269198323","0.802781829547823","35","0.0846681922196796","0.938458438291671","0","0","23.8509316770186","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","16554.144","33","0","0","32","40960","0","2.63332409857166","2.63329515206307","0.997683558324307","1417301","1.09923835812569E-05","0.499791227722406","0","0","1722.98223333082","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.088","11","0","0","32","16384","0","0.162434311126543","0.149573648328314","0.803773078574495","35","0.0791745457535148","0.937785493711852","0","0","24.1509433962264","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","16507.616","33","0","0","32","40960","0","2.62513827212613","2.6251106021454","0.998263533519205","1417301","1.05403898229506E-05","0.49963530567537","0","0","1727.83859280468","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.248","11","0","0","32","16384","0","0.140349461745926","0.129088771582029","0.824107142857143","35","0.08023322657469","0.937044203251226","0","0","23.4146341463415","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","16877.024","33","0","0","32","40960","0","2.68883886247811","2.68881212768807","0.997340946989169","1417301","9.94287549584331E-06","0.499601683933043","0","0","1690.01928302051","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.28","11","0","0","32","16384","0","0.140035472428249","0.128990648178007","0.824146931802003","35","0.0788716177317214","0.943081991972932","0","0","23.2771358211783","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","16600.416","33","0","0","32","40960","0","2.68637185012275","2.68634355544689","0.997371995502826","1417301","1.05326728527977E-05","0.499613781201654","0","0","1718.1795926078","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.28","11","0","0","32","16384","0","0.158218135822841","0.143822994985457","0.797598197367747","35","0.0909828747666585","0.92615664003663","0","0","23.2727272727273","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","16616.32","33","0","0","32","40960","0","2.62232598939256","2.6222981293448","0.998267021302047","1417301","1.06241740626578E-05","0.499719923972166","0","0","1716.53517244102","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.248","11","0","0","32","16384","0","0.159845549806287","0.145609610234275","0.865852423031463","35","0.0890605937372916","0.93518768696086","0","0","23.4146341463415","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","16569.6","33","0","0","32","40960","0","2.68514971399204","2.68512009715058","0.997247770798525","1417301","1.10298659721353E-05","0.499637434497487","0","0","1721.37515216874","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.248","11","0","0","32","16384","0","0.169551789287283","0.156166121711971","0.86716038933559","35","0.0789473684210526","0.935467206886465","0","0","23.4190966266438","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","16620.608","33","0","0","32","40960","0","2.68603280597816","2.6860054150626","0.997434800444491","1417301","1.01975357483986E-05","0.499650170644383","0","0","1716.09221515843","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.12","11","0","0","32","16384","0","0.163677099963776","0.150260944229041","0.867213496218732","35","0.0819672131147541","0.938671707991082","0","0","24.0046884157062","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","16637.152","33","0","0","32","40960","0","2.62792934238051","2.62789883570054","0.997810767466327","1417301","1.16086378275544E-05","0.499799307857663","0","0","1714.38573140403","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.216","11","0","0","32","16384","0","0.167811999779213","0.154550974223105","0.790401919616077","35","0.0790231066524135","0.93545318834746","0","0","23.5627996164909","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","16599.936","33","0","0","32","40960","0","2.68700274032653","2.68697244543504","0.997494863627128","1417301","1.12746038670357E-05","0.499642367702391","0","0","1718.22937860901","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.088","11","0","0","32","16384","0","0.157954311586746","0.144062564313645","0.81080460968869","35","0.0879478827361563","0.936291885219149","0","0","24.1509433962264","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","16566.56","33","0","0","32","40960","0","2.68624945337054","2.68622036633244","0.996911932368881","1417301","1.08281224822093E-05","0.499637073773389","0","0","1721.69092436812","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.216","11","0","0","32","16384","0","0.158323048441839","0.143988480921526","0.871334154811247","35","0.0905399918798214","0.93911685999109","0","0","23.558282208589","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","16595.136","33","0","0","32","40960","0","2.62568955286991","2.62565996373342","0.99799562027171","1417301","1.12690917536043E-05","0.499671049424053","0","0","1718.72625810358","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.408","11","0","0","32","16384","0","0.159823013469771","0.146183564790644","0.806781445795819","35","0.0853409554920376","0.937048169296772","0","0","22.7218934911243","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","16610.528","33","0","0","32","40960","0","2.62429616047756","2.62426671144594","0.997944358649005","1417301","1.12216875755862E-05","0.499797114409257","0","0","1717.13371887599","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.12","11","0","0","32","16384","0","0.16762206241613","0.154147885627774","0.864918754836022","35","0.080384268002299","0.935594614050175","0","0","24.0046884157062","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","16566.624","33","0","0","32","40960","0","2.68586546669356","2.6858363926962","0.997707353595793","1417301","1.08248152112045E-05","0.49977398967249","0","0","1721.68427315064","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.184","11","0","0","32","16384","0","0.166105041015691","0.152489873719323","0.864647713226205","35","0.0819672131147541","0.938471705853945","0","0","23.708277059618","1","1"
